time_s,target_azimuth_deg,target_elevation_deg,imu_roll_deg,imu_pitch_deg,qpd_error_x,qpd_error_y
159.62000,120.00342,29.88463,-1.97382,7.51525,-0.01429,0.11925
159.63000,119.93827,29.89895,-1.90818,7.49323,-0.03866,0.14844
159.64000,120.23566,30.06856,-1.78179,7.90103,-0.03337,0.14813
159.65000,119.97884,29.97450,-1.77723,7.82571,-0.03439,0.12512
159.66000,120.07587,29.88339,-1.89493,7.83610,-0.02980,0.13530
159.67000,120.03345,29.88096,-1.65844,7.83110,-0.02880,0.14041
159.68000,120.04031,29.97696,-1.69466,7.88021,-0.05494,0.15199
159.69000,120.07831,29.96508,-1.58748,7.85964,-0.00267,0.14798
159.70000,120.15071,29.92584,-1.46066,7.54861,-0.02345,0.15312
159.71000,120.06391,29.90804,-1.33792,7.89885,-0.02263,0.17291
159.72000,119.84230,29.92150,-1.56636,7.96272,-0.02556,0.15300
159.73000,119.99129,29.92524,-1.32227,7.81633,-0.01058,0.17832
159.74000,120.06525,29.98056,-1.21075,7.80636,-0.02362,0.15041
159.75000,120.12462,29.79356,-1.15442,7.99883,-0.03707,0.15181
159.76000,120.10262,29.90561,-1.23529,7.97507,-0.03204,0.15629
159.77000,120.09000,29.89729,-1.27552,7.89924,-0.01635,0.15539
159.78000,119.97128,29.76715,-1.08721,8.17604,-0.00424,0.16538
159.79000,119.95380,29.81364,-0.91029,8.01171,-0.01972,0.14167
159.80000,120.00869,29.89179,-0.98307,7.99892,-0.00514,0.15625
159.81000,119.98367,29.87778,-1.00285,8.05097,-0.01185,0.15797
159.82000,120.04264,29.86038,-0.79195,7.94783,-0.02224,0.14966
159.83000,120.04385,29.86157,-0.82766,7.83944,-0.02653,0.16199
159.84000,119.88469,29.87250,-0.78116,8.04873,0.02723,0.16628
159.85000,119.98268,29.82519,-0.78686,8.09506,0.00469,0.14216
159.86000,120.06001,29.89479,-0.57790,8.08227,-0.02465,0.15279
159.87000,120.00525,30.00971,-0.45135,8.06367,-0.00537,0.13647
159.88000,119.91498,29.85926,-0.75430,7.87310,0.00710,0.14380
159.89000,119.99830,29.81919,-0.37331,7.91780,0.00328,0.15801
159.90000,119.95196,30.06565,-0.79773,8.03372,-0.00634,0.16004
159.91000,120.07286,29.74521,-0.43285,8.19073,-0.00202,0.14179
159.92000,120.02953,30.05995,-0.35828,8.09370,-0.01431,0.16879
159.93000,120.13508,29.87028,-0.32225,8.02207,-0.00339,0.15203
159.94000,119.95612,29.95227,-0.24584,8.07919,0.02765,0.15837
159.95000,120.10621,29.91447,-0.44816,8.06802,0.00695,0.16393
159.96000,120.18586,29.76734,-0.16947,7.98345,-0.00006,0.15589
159.97000,119.96622,29.92317,0.00551,7.83317,-0.00634,0.13308
159.98000,120.13740,29.86580,-0.19083,8.04111,0.00903,0.14942
159.99000,119.95169,29.93256,-0.00890,7.71086,0.00491,0.14532
160.00000,119.97601,30.00981,-0.09463,7.90759,-0.00208,0.13948
160.01000,119.99196,29.91811,-0.19737,8.02826,0.01609,0.15590
160.02000,120.01832,29.88069,0.09874,7.89746,0.01608,0.17415
160.03000,120.20289,29.85938,0.03991,7.78259,0.01553,0.16294
160.04000,120.06926,29.87277,0.09113,7.61535,0.02542,0.13949
160.05000,120.08884,29.86962,0.33304,7.78498,0.02104,0.18215
160.06000,120.02566,30.00694,0.39844,7.85376,0.01103,0.17989
160.07000,119.98836,29.89010,0.43018,8.00571,-0.00220,0.14442
160.08000,119.99330,29.81875,0.55877,7.91860,0.02041,0.16145
160.09000,120.09566,29.91136,0.27771,7.84588,0.04320,0.14724
160.10000,120.01867,29.95517,0.48051,7.79301,0.03513,0.14450
160.11000,120.06256,29.89355,0.66381,7.78858,0.00100,0.15737
160.12000,120.05091,29.79717,0.55511,8.04790,0.03084,0.17053
160.13000,120.07169,29.83436,0.62569,8.00826,0.01822,0.15190
160.14000,120.02509,29.85847,0.67948,8.12995,0.01883,0.15228
160.15000,120.00354,29.82643,1.04666,7.68472,0.01092,0.16733
160.16000,120.18453,29.81797,0.81630,7.79727,0.03438,0.16251
160.17000,119.86916,29.97662,0.77177,7.77365,0.01649,0.15069
160.18000,120.00859,29.92356,0.90139,7.61913,0.02691,0.16002
160.19000,119.97487,29.83832,0.99124,7.84731,0.03617,0.14925
160.20000,120.08251,29.91237,0.81295,8.10628,0.03306,0.14992
160.21000,120.07992,29.93298,1.08293,8.13085,0.03421,0.13325
160.22000,120.18189,29.94184,1.05677,7.72561,0.04773,0.16156
160.23000,120.04032,30.01510,1.11382,7.84140,0.04422,0.15673
160.24000,120.07115,29.89843,1.13504,7.82722,0.02734,0.14182
160.25000,120.18127,29.79166,1.26989,7.87619,0.05363,0.15622
160.26000,120.06102,29.93843,1.19995,8.09232,0.02179,0.15867
160.27000,119.94082,29.90805,1.24257,7.97368,0.02998,0.17644
160.28000,119.99835,29.88105,1.26257,7.96758,0.03217,0.14962
160.29000,120.00328,29.96201,1.44710,7.69783,0.05537,0.14811
160.30000,119.98841,29.83887,1.66564,7.89905,0.01515,0.16118
160.31000,120.06582,29.92845,1.59407,7.90141,0.03868,0.15135
160.32000,120.05329,29.91472,1.57249,7.68507,0.04556,0.15770
160.33000,120.03168,29.83910,1.64188,7.91982,0.03980,0.14181
160.34000,120.00949,29.86318,1.56911,7.79593,0.05973,0.15244
160.35000,120.05165,29.84749,1.37005,8.03512,0.03385,0.11919
160.36000,119.87154,29.98929,1.82557,7.85872,0.06530,0.13151
160.37000,120.20923,29.82710,2.14239,7.62069,0.05046,0.14841
160.38000,120.16889,29.90206,1.65202,7.76516,0.06100,0.19679
160.39000,119.97985,29.95007,1.98495,7.74384,0.04273,0.17860
160.40000,120.07418,30.00978,2.14753,7.59776,0.05136,0.17690
160.41000,120.01545,29.93507,2.04339,8.12163,0.03660,0.14272
160.42000,119.93023,29.85958,2.11522,7.87780,0.04917,0.15692
160.43000,120.01002,29.82992,2.33041,7.79239,0.05138,0.15100
160.44000,120.12698,29.91840,2.29381,7.83538,0.06665,0.16422
160.45000,120.00417,29.82836,2.07983,7.56664,0.07410,0.14529
160.46000,119.98887,29.87424,2.05831,8.06479,0.05515,0.19763
160.47000,120.05310,29.93207,2.50538,8.21482,0.06053,0.16700
160.48000,120.12267,29.70361,2.32461,7.50874,0.07698,0.16822
160.49000,120.02461,29.77579,2.48250,7.47263,0.03935,0.16768
160.50000,120.04601,29.85877,2.61160,7.65929,0.09570,0.16733
160.51000,119.90393,30.03842,2.39598,7.67754,0.09049,0.15377
160.52000,120.07630,29.84547,2.25335,7.37785,0.06832,0.18236
160.53000,120.21450,29.82499,2.76663,7.54591,0.07269,0.14494
160.54000,120.09418,29.81221,2.48981,7.77191,0.08324,0.17437
160.55000,120.02806,29.85227,2.68262,7.50557,0.07548,0.15558
160.56000,119.99214,29.90471,2.93363,7.56626,0.07321,0.16380
160.57000,120.08121,29.93624,2.80840,7.51626,0.05151,0.15276
160.58000,120.06255,29.94030,2.80857,7.56973,0.07951,0.17284
160.59000,120.04674,29.95383,2.83468,7.40782,0.07073,0.15591
160.60000,120.17372,29.88240,2.87402,7.44631,0.06494,0.16525
160.61000,120.02827,29.92397,3.14957,7.68428,0.07452,0.16697
160.62000,120.08016,29.84972,2.73957,7.61840,0.06901,0.17709
160.63000,120.05411,29.98924,3.27451,7.33626,0.08009,0.15187
160.64000,120.00092,30.06512,3.14069,7.13837,0.07857,0.16233
160.65000,119.92018,30.00487,2.87621,7.42744,0.08085,0.14793
160.66000,120.00042,29.87655,3.09149,7.33120,0.08892,0.17627
160.67000,120.09225,30.01241,3.34113,7.42914,0.07269,0.17412
160.68000,120.14652,29.95374,3.41596,7.01698,0.10107,0.12757
160.69000,120.00761,29.91256,3.49614,7.24086,0.09012,0.16927
160.70000,120.05838,29.88811,3.02400,7.43050,0.07396,0.15287
160.71000,119.96290,29.81162,3.33387,7.46576,0.08762,0.17752
160.72000,120.21898,29.93528,3.49477,7.52561,0.09055,0.14396
160.73000,120.22428,29.74558,3.78827,7.11766,0.08830,0.12107
160.74000,119.92285,29.98800,3.47448,7.04620,0.09163,0.14753
160.75000,120.17574,30.00231,3.67399,7.10734,0.08056,0.16076
160.76000,119.94755,29.90160,3.82281,7.21458,0.09029,0.17571
160.77000,119.97042,29.83236,3.56944,7.28534,0.09700,0.15693
160.78000,120.04367,29.95239,3.56101,7.06583,0.08203,0.18485
160.79000,119.97513,29.88239,3.74509,7.00854,0.09169,0.16258
160.80000,120.10475,30.00455,4.22711,7.05640,0.08051,0.15669
160.81000,120.11292,29.81277,4.18981,7.21932,0.10276,0.15483
160.82000,120.09789,29.85545,3.88336,7.23782,0.09476,0.17259
160.83000,120.05329,29.98564,4.13145,6.90404,0.09905,0.16053
160.84000,119.98881,29.83044,4.06583,6.58950,0.10127,0.15803
160.85000,120.10219,30.08713,4.22197,6.70329,0.10506,0.14611
160.86000,120.11379,29.98280,3.76034,6.86032,0.09704,0.15207
160.87000,120.12718,29.99833,3.99806,6.96211,0.09234,0.16377
160.88000,119.90631,29.90859,3.74574,7.07540,0.10483,0.17266
160.89000,119.87599,29.85019,4.23192,6.78544,0.08830,0.15729
160.90000,120.09124,29.90778,4.38583,6.73493,0.09517,0.15724
160.91000,120.14695,29.89164,4.48244,7.09293,0.11759,0.15073
160.92000,120.06162,29.79406,4.70489,6.74289,0.08170,0.16787
160.93000,120.15696,29.98458,4.42487,6.63992,0.11638,0.16016
160.94000,120.00027,29.92786,4.52977,6.67917,0.10960,0.16827
160.95000,120.04966,30.06711,4.61258,6.41819,0.09893,0.15252
160.96000,120.06895,29.85793,4.82251,6.65503,0.10311,0.15613
160.97000,119.94753,29.82172,5.07718,6.56450,0.12109,0.16280
160.98000,119.99079,29.88315,4.57087,6.48270,0.12276,0.15397
160.99000,120.03924,29.91893,4.27084,6.73465,0.11240,0.16836
161.00000,120.06675,29.94422,4.60951,6.37732,0.09439,0.14951
161.01000,120.14464,29.96640,4.70397,6.49353,0.12691,0.13864
161.02000,120.06213,29.98189,4.85601,6.49288,0.10665,0.16748
161.03000,120.10573,29.92689,4.62872,6.41898,0.10667,0.15790
161.04000,119.94801,29.91517,4.93936,6.45592,0.12107,0.16216
161.05000,120.08766,29.82890,4.87895,6.28725,0.10458,0.15205
161.06000,120.10274,29.95556,5.08309,6.22868,0.12127,0.15109
161.07000,120.01883,29.90721,5.17864,6.33653,0.12701,0.16107
161.08000,120.00182,29.99738,4.94122,6.12171,0.11359,0.14941
161.09000,119.90882,29.93943,5.15096,5.84992,0.13012,0.14051
161.10000,120.10825,29.97323,5.28902,6.29907,0.10463,0.16516
161.11000,120.05178,29.90065,5.17538,6.03957,0.10704,0.15175
161.12000,119.98803,29.96863,5.05160,6.06778,0.11905,0.15732
161.13000,120.08545,29.97508,5.07645,6.00525,0.12105,0.16006
161.14000,120.10061,29.89238,4.99551,5.88432,0.11583,0.16200
161.15000,120.02398,29.88272,5.24007,6.12598,0.11990,0.13949
161.16000,119.93404,29.91426,5.32616,5.95721,0.11987,0.13150
161.17000,119.96070,29.93606,5.48328,5.86317,0.12625,0.17452
161.18000,119.97032,29.94320,5.43587,5.57307,0.13970,0.14348
161.19000,120.07617,29.97268,5.41143,5.81100,0.13517,0.13180
161.20000,120.05601,29.77250,5.38104,5.61660,0.12847,0.14418
161.21000,120.05377,30.02575,5.64495,5.77234,0.11647,0.16870
161.22000,119.96736,29.83359,5.32975,5.64779,0.14181,0.14424
161.23000,120.13240,30.10860,5.59816,5.81840,0.11801,0.15987
161.24000,120.03670,29.87946,5.49377,5.80338,0.12935,0.14266
161.25000,120.06607,29.90793,5.62195,5.27832,0.14524,0.14188
161.26000,119.90793,29.80249,5.90942,5.61105,0.14390,0.15284
161.27000,120.11331,29.77806,6.13291,5.51445,0.12900,0.13127
161.28000,120.07154,29.79782,5.60084,5.91470,0.14797,0.14909
161.29000,120.15186,29.97106,5.60817,5.78977,0.13400,0.13807
161.30000,120.03379,29.83229,5.74884,5.37839,0.12775,0.13148
161.31000,120.06006,29.88025,5.62858,5.37553,0.15032,0.13556
161.32000,120.04681,30.03933,6.09259,5.20332,0.11841,0.17012
161.33000,120.08300,29.87246,5.67225,5.43396,0.11879,0.15524
161.34000,120.07270,29.88148,5.89570,5.38107,0.12236,0.16029
161.35000,119.98994,29.92167,5.98589,5.16852,0.12922,0.14839
161.36000,120.04194,30.04649,5.99211,5.49574,0.13584,0.14533
161.37000,119.99825,30.03208,6.24892,5.43850,0.14130,0.16246
161.38000,120.06287,29.94156,5.91003,5.11721,0.13047,0.13223
161.39000,120.02186,29.89485,6.27420,5.20155,0.15878,0.14183
161.40000,120.06366,29.92601,6.28262,5.08657,0.14497,0.14709
161.41000,120.10177,29.77245,6.14157,5.10558,0.15804,0.14016
161.42000,120.02273,29.87063,6.33121,5.04927,0.14730,0.13569
161.43000,119.97008,29.85701,6.31480,4.96705,0.14350,0.14713
161.44000,119.98271,29.92441,6.22286,4.94292,0.14331,0.14717
161.45000,120.10846,29.98865,6.22256,4.88843,0.14056,0.13314
161.46000,120.01741,29.83415,6.58987,5.15700,0.14757,0.13043
161.47000,120.10271,29.80567,6.24828,4.80340,0.15538,0.14284
161.48000,120.08891,29.88101,6.53844,4.71935,0.14522,0.13408
161.49000,120.11914,29.95692,6.42887,4.67350,0.15668,0.14811
161.50000,119.85271,29.94079,6.46373,4.60163,0.12156,0.12350
161.51000,120.03108,29.73884,6.70044,4.67582,0.17003,0.13989
161.52000,120.15397,29.98205,6.40242,4.63542,0.15762,0.13918
161.53000,120.12486,29.65040,6.46306,4.65250,0.15116,0.15282
161.54000,120.10685,30.03052,6.83831,4.51034,0.14253,0.13747
161.55000,120.10961,29.90230,6.47682,4.27570,0.13875,0.13438
161.56000,120.09327,30.04602,6.44530,4.51207,0.14495,0.15119
161.57000,119.90855,29.91011,6.92016,4.23965,0.16986,0.13232
161.58000,120.16938,29.86740,6.61382,4.47735,0.16460,0.13378
161.59000,120.05100,30.00858,6.84254,4.38488,0.16529,0.12604
161.60000,120.14174,29.82920,6.57416,4.20323,0.16456,0.13639
161.61000,119.99196,29.91237,6.99220,4.37316,0.18509,0.13273
161.62000,120.10126,29.91537,6.82685,4.20513,0.17028,0.12436
161.63000,119.96360,29.97350,6.98652,3.99297,0.15555,0.11319
161.64000,120.03200,29.84352,6.91777,3.92624,0.15384,0.11887
161.65000,120.01179,29.93019,6.96955,3.97730,0.17439,0.14613
161.66000,120.13546,29.99386,6.90867,4.16218,0.16816,0.11761
161.67000,120.12952,29.73055,6.81907,3.93210,0.17091,0.14545
161.68000,120.06929,30.04417,7.01637,3.91221,0.16042,0.12641
161.69000,120.17655,30.15803,6.91855,3.94231,0.15329,0.09933
161.70000,120.09700,29.92996,7.03661,4.05997,0.16418,0.13298
161.71000,120.02090,29.84144,7.08797,3.98381,0.15911,0.13127
161.72000,120.19458,29.81487,7.08640,3.52497,0.18387,0.11692
161.73000,120.16953,30.01579,7.18952,3.40527,0.15714,0.13319
161.74000,120.16997,29.93282,7.04022,3.61397,0.15743,0.13583
161.75000,120.02045,29.93679,7.07506,3.33598,0.16901,0.11291
161.76000,120.04626,29.98138,6.96868,3.71880,0.17416,0.12671
161.77000,120.07375,29.86056,7.08523,3.53287,0.17994,0.13712
161.78000,119.96730,30.08241,7.03735,3.46928,0.15756,0.14238
161.79000,120.19193,29.94942,6.99440,3.42809,0.15271,0.12917
161.80000,120.01921,29.95935,7.39741,3.43232,0.17357,0.12628
161.81000,120.01515,29.79837,7.41262,3.59928,0.17597,0.12907
161.82000,120.12096,29.85054,7.51025,3.25721,0.15786,0.11101
161.83000,119.90726,29.82514,7.24873,3.23829,0.17141,0.14457
161.84000,120.07862,29.85147,7.26987,3.13041,0.16975,0.11319
161.85000,119.90259,29.87591,7.23283,3.32366,0.17752,0.12245
161.86000,120.22398,29.90472,7.58476,3.38041,0.15761,0.12899
161.87000,120.12374,29.76925,7.43902,2.83761,0.17981,0.13102
161.88000,120.16507,29.79772,7.75893,2.86080,0.18805,0.13015
161.89000,120.01236,29.93710,7.19888,2.94256,0.18803,0.11488
161.90000,119.99539,29.89571,7.37060,2.73160,0.15868,0.13494
161.91000,120.00611,29.91594,7.29265,2.68303,0.19196,0.11896
161.92000,120.01201,30.02438,7.56496,2.98583,0.16148,0.12451
161.93000,119.99304,29.79805,7.43083,2.84397,0.18732,0.13008
161.94000,120.07707,29.90829,7.54536,2.83021,0.19368,0.13871
161.95000,120.04340,30.15903,7.27118,2.88096,0.19703,0.10594
161.96000,120.07720,29.89800,7.78742,2.86000,0.17771,0.10287
161.97000,120.20580,29.86793,7.42139,2.62162,0.16264,0.12840
161.98000,120.14410,30.00391,7.52317,2.75135,0.17400,0.11662
161.99000,120.08771,29.88527,7.53633,2.42843,0.17964,0.12650
162.00000,120.01704,29.95850,7.84126,2.54918,0.16445,0.10904
162.01000,120.07443,29.82484,7.23390,2.40308,0.17167,0.13199
162.02000,120.12343,30.00027,7.68130,2.25278,0.18333,0.15304
162.03000,120.02880,29.81683,7.49942,2.22581,0.19289,0.12120
162.04000,120.08453,29.80205,7.64170,2.34576,0.17122,0.11620
162.05000,119.99112,29.77007,7.66103,2.10474,0.18781,0.09597
162.06000,120.08785,30.07235,7.62514,2.15383,0.19061,0.12686
162.07000,119.99185,29.97280,7.65709,2.27587,0.20833,0.11389
162.08000,120.03235,29.98887,7.65352,2.21519,0.16655,0.11559
162.09000,120.18018,29.90596,7.80312,2.21514,0.20470,0.11849
162.10000,120.03186,29.87328,7.79423,1.87876,0.19428,0.11954
162.11000,120.07313,29.72212,7.76122,2.09806,0.20872,0.12015
162.12000,120.05217,29.94882,7.72398,1.53169,0.19957,0.09214
162.13000,120.15458,29.85961,7.98216,1.74343,0.17541,0.11842
162.14000,120.13183,29.80290,7.68204,1.88998,0.18525,0.11499
162.15000,120.02647,29.81650,7.78714,1.50569,0.17702,0.11228
162.16000,119.93689,29.83822,7.74477,1.87728,0.19425,0.10255
162.17000,120.10754,29.79506,7.66755,1.71713,0.20204,0.11999
162.18000,120.13011,29.89758,7.78900,1.47663,0.18629,0.09579
162.19000,120.10756,29.91105,7.59623,1.70678,0.20327,0.11315
162.20000,120.05884,29.92221,7.95453,1.64872,0.19872,0.10499
162.21000,119.97695,29.98043,7.98018,1.72134,0.17599,0.10384
162.22000,120.25317,29.90328,7.67501,1.31081,0.19845,0.10667
162.23000,120.11799,29.82137,7.51017,1.30302,0.19306,0.11841
162.24000,120.10400,29.96657,7.84706,1.46122,0.19623,0.09328
162.25000,120.06095,29.97078,7.87334,1.10227,0.20950,0.10743
162.26000,120.13161,29.98450,8.28442,0.91910,0.19999,0.07747
162.27000,120.02005,29.92238,7.83955,1.19247,0.19416,0.11737
162.28000,120.15480,29.97915,7.48014,0.91675,0.19514,0.11791
162.29000,120.07557,29.88372,7.85387,1.15062,0.18037,0.11427
162.30000,120.24443,29.93650,8.04410,1.15516,0.20921,0.09332
162.31000,120.13279,29.90474,7.83304,0.84528,0.20101,0.11747
162.32000,120.10267,29.88453,7.92646,0.45729,0.19761,0.10513
162.33000,120.19748,29.91690,7.82725,0.66983,0.19822,0.07997
162.34000,120.12619,29.84506,8.15296,0.86626,0.20193,0.10729
162.35000,119.97353,30.03711,8.03720,0.74405,0.21126,0.09226
162.36000,120.05704,29.90190,8.18519,0.42047,0.18152,0.09301
162.37000,119.97823,29.95682,7.78827,0.55511,0.20037,0.10549
162.38000,120.19948,29.89162,7.69898,0.65079,0.19537,0.09607
162.39000,120.03669,29.92080,8.14533,0.35693,0.21194,0.11449
162.40000,120.17974,29.96992,7.99591,0.47645,0.19841,0.09320
162.41000,120.01531,29.99842,8.15322,0.47453,0.20450,0.08186
162.42000,120.06912,29.95729,8.08203,0.30500,0.20421,0.08726
162.43000,120.16830,29.85498,7.98398,0.10810,0.17341,0.08948
162.44000,120.08810,29.91259,7.96183,0.21135,0.19893,0.08514
162.45000,120.18620,29.87739,8.05505,0.30891,0.21888,0.09185
162.46000,119.97020,29.91056,7.95200,0.31562,0.20954,0.06848
162.47000,120.08091,29.93876,7.72350,0.44933,0.18911,0.11194
162.48000,120.13657,29.98444,7.98722,-0.25564,0.17914,0.09099
162.49000,119.98885,29.81047,8.11333,0.17845,0.19841,0.08277
162.50000,120.14665,29.97321,8.00247,0.35224,0.18851,0.06738
162.51000,120.05153,29.87134,8.02027,0.04411,0.21047,0.10276
162.52000,119.99046,29.99332,7.92328,-0.06482,0.20719,0.08987
162.53000,120.08705,29.87075,8.10996,-0.53093,0.21914,0.08855
162.54000,120.06732,29.93210,7.71619,-0.16073,0.19109,0.06684
162.55000,120.05893,29.85393,7.96984,-0.07884,0.20289,0.07153
162.56000,120.06312,29.82920,8.15882,-0.63539,0.18080,0.08028
162.57000,119.99234,29.81059,7.69628,-0.42902,0.18347,0.08260
162.58000,120.07824,29.94360,7.94428,-0.09796,0.19954,0.09638
162.59000,119.99937,29.97588,7.95920,-0.50382,0.20708,0.08295
162.60000,119.90830,29.92466,8.13165,-0.38002,0.19856,0.08530
162.61000,120.05475,29.79671,8.30738,-0.59146,0.19687,0.09352
162.62000,120.10047,29.95558,7.95969,-0.57668,0.20364,0.08798
162.63000,120.08103,29.76370,7.89992,-0.67942,0.19841,0.09533
162.64000,119.98989,29.83171,8.21616,-0.70982,0.17431,0.07785
162.65000,120.07945,29.94249,7.74906,-0.75966,0.18171,0.08559
162.66000,119.98468,29.95036,7.91576,-0.64733,0.19910,0.08564
162.67000,120.17155,29.93743,8.28800,-0.88576,0.18329,0.08399
162.68000,120.06885,29.88909,8.06982,-1.28115,0.18787,0.07339
162.69000,120.13888,29.81596,7.67857,-0.93974,0.19682,0.10050
162.70000,119.95909,29.89228,7.74120,-0.98234,0.19362,0.08298
162.71000,120.00274,30.02989,7.84469,-1.13088,0.21775,0.08287
162.72000,120.02965,30.02324,7.98385,-1.04764,0.19445,0.09985
162.73000,120.04716,29.99545,7.90305,-0.93014,0.17471,0.08295
162.74000,120.16514,30.09001,7.74587,-0.95687,0.18142,0.07216
162.75000,120.14697,29.81280,8.12020,-1.22562,0.21033,0.06521
162.76000,119.97532,29.83373,7.82381,-1.13504,0.21599,0.06919
162.77000,120.14415,29.96409,7.65461,-1.18888,0.21565,0.06392
162.78000,120.04529,29.92645,7.91786,-1.64008,0.21921,0.07343
162.79000,120.05548,29.85362,7.74297,-1.52661,0.18835,0.06649
162.80000,120.13948,29.83234,7.98426,-1.22586,0.20874,0.05659
162.81000,119.99322,29.92633,7.64099,-1.53622,0.18992,0.05232
162.82000,120.08236,29.95442,7.67861,-1.65154,0.18659,0.05934
162.83000,120.04823,29.90934,7.60676,-1.52981,0.21207,0.06733
162.84000,119.95716,29.97368,7.88896,-1.59375,0.17659,0.06535
162.85000,119.97147,29.98557,7.62482,-1.94727,0.19451,0.06731
162.86000,119.97156,29.86630,7.67248,-1.83969,0.19618,0.07929
162.87000,120.10506,30.11640,7.75796,-2.14400,0.21127,0.07683
162.88000,119.99523,29.79890,7.73722,-1.95108,0.20330,0.05512
162.89000,120.14186,29.98539,7.81224,-1.89395,0.22975,0.06726
162.90000,120.02904,30.02989,7.97966,-1.88380,0.18806,0.06950
162.91000,120.18026,29.85411,7.75718,-2.15557,0.18992,0.03547
162.92000,120.08388,29.79349,7.81518,-2.19490,0.18255,0.06729
162.93000,119.94816,29.87848,7.82067,-1.94448,0.19881,0.05727
162.94000,120.11982,29.96628,7.79714,-2.00622,0.18831,0.07097
162.95000,120.04455,29.85547,7.68035,-2.25384,0.20729,0.04812
162.96000,120.17168,29.92060,7.66234,-2.33130,0.22134,0.07645
162.97000,120.23716,30.03063,7.82322,-2.47785,0.17528,0.05103
162.98000,120.03735,29.97319,7.43201,-2.44800,0.21171,0.06904
162.99000,120.01309,29.93517,7.88380,-2.38035,0.18183,0.06698
163.00000,120.22756,29.91204,7.61088,-2.72494,0.19628,0.06988
163.01000,120.11225,29.86574,7.73456,-2.60523,0.20860,0.04715
163.02000,120.09451,29.90638,7.47376,-2.55233,0.16842,0.05385
163.03000,119.89905,29.77703,7.20462,-2.67967,0.21050,0.04538
163.04000,120.14099,29.80569,7.39291,-2.71985,0.19315,0.05714
163.05000,120.13070,29.95700,7.77979,-2.62725,0.20950,0.06525
163.06000,120.01832,29.93951,7.40958,-2.65500,0.19952,0.05682
163.07000,120.26700,29.87033,7.31189,-3.00418,0.21637,0.05986
163.08000,120.05146,29.92857,7.25096,-2.78452,0.19071,0.05659
163.09000,120.07386,29.98840,7.45606,-2.65963,0.18100,0.03692
163.10000,120.06652,29.87186,7.48452,-2.72153,0.18762,0.04749
163.11000,120.24137,29.94005,7.52702,-3.01975,0.20191,0.07793
163.12000,120.03655,29.94176,7.51465,-3.12796,0.21239,0.06060
163.13000,120.14246,29.95584,7.15533,-3.27859,0.19770,0.05811
163.14000,120.00977,29.71064,7.02691,-3.22353,0.19811,0.03613
163.15000,120.14938,29.81272,7.50377,-3.17970,0.19485,0.06077
163.16000,120.04312,29.88784,7.15223,-3.06068,0.18760,0.03334
163.17000,120.17447,29.70275,7.24369,-3.17295,0.22045,0.01893
163.18000,119.99640,29.84031,7.48634,-3.28737,0.17472,0.01610
163.19000,119.98560,29.92624,7.59875,-3.70682,0.18958,0.04394
163.20000,120.15303,29.87913,7.24716,-3.23824,0.16984,0.04498
163.21000,120.03386,29.78244,6.94227,-3.27702,0.21690,0.05882
163.22000,119.97727,30.04046,7.04465,-3.42846,0.19699,0.03321
163.23000,120.07691,29.90031,7.11387,-3.58196,0.19248,0.01636
163.24000,120.09163,29.98574,7.19852,-3.51331,0.17058,0.03615
163.25000,120.01922,29.88728,7.06305,-3.41400,0.19653,0.03437
163.26000,119.99122,29.76528,6.97229,-3.72807,0.18697,0.01659
163.27000,120.02000,29.86069,6.99337,-3.65065,0.20986,0.03310
163.28000,119.91907,29.86208,7.02081,-3.97387,0.17679,0.05819
163.29000,119.97177,29.96576,7.21694,-3.66169,0.19373,0.02666
163.30000,119.94554,29.84904,7.00404,-3.79226,0.20104,0.04040
163.31000,120.10246,29.97660,6.95244,-4.03851,0.20372,0.03632
163.32000,120.11894,29.86698,6.85408,-3.95142,0.16256,0.03849
163.33000,120.14004,29.79063,6.66748,-3.86213,0.19176,0.03749
163.34000,120.08845,29.80982,7.09882,-4.10619,0.18942,0.03332
163.35000,120.16607,29.73917,7.01835,-3.98343,0.19400,0.04989
163.36000,120.15312,29.86915,6.83484,-3.96424,0.19839,0.01463
163.37000,120.02154,29.87282,6.75968,-4.11874,0.16367,0.00363
163.38000,120.10063,29.93908,6.90877,-4.48632,0.19871,0.02341
163.39000,120.19414,29.90193,6.70844,-4.43380,0.21595,0.00871
163.40000,120.19475,29.98238,6.45177,-4.40413,0.19207,0.01691
163.41000,120.02054,29.96607,7.09729,-4.43691,0.18223,0.02994
163.42000,120.03183,29.96442,6.78664,-4.45712,0.20292,0.02723
163.43000,120.15107,29.92373,6.52459,-4.52883,0.16590,0.01538
163.44000,120.16142,29.78813,6.49426,-4.45494,0.20147,0.01772
163.45000,120.02711,29.84754,6.44287,-4.84911,0.19643,0.01765
163.46000,120.08310,29.95723,6.44673,-4.55400,0.18597,0.03159
163.47000,120.04549,30.06083,6.77224,-4.68865,0.19910,0.00864
163.48000,119.99106,29.97200,6.22695,-4.67277,0.19062,0.00212
163.49000,120.01563,29.81208,6.41087,-4.81318,0.19711,0.02063
163.50000,120.13388,29.96847,6.50262,-4.62329,0.18788,0.00479
163.51000,120.19549,29.90851,6.31111,-4.70513,0.17502,0.03093
163.52000,120.08267,29.77643,6.72837,-4.64115,0.15555,0.02263
163.53000,120.15431,29.84785,6.38976,-4.76546,0.16894,0.01622
163.54000,120.12771,29.84862,6.34951,-4.98224,0.19926,0.03192
